text,label,nb_label
Andito na ang GigaMania FREEBIES! Pwedeng manalo ng instant PRIZES on Weekly Challenge or Spin & Win araw-araw sa smrt.ph/GigaLifeApp DTI133026S21 DTI129618S21,Ham,Ham
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,Ham,Ham
"BPI Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: flash-parcel-tracking.net",Bank Scam,Spam
Part-time Job hiring! Shopee is looking for staff. Earn 500-1500 daily. Apply: bit.ly/secure-ph-410658,Phishing,Spam
Send Money seamlessly from your BDO account to another BDO account for FREE. Enjoy a minimal InstaPay fee of P10 for transfers to other banks and wallets. Download BDO Pay now!,Ham,Ham
"Need extra load? This month, you can borrow up to P45 load with P3 service fee by texting LOAN P3LOAD45 to 3733. Your loan will be collected on your next load top-up. For only P1 loan service fee, borrow in the GlobeOne app now!",Ham,Ham
27/10 14:30: P50.00 loaded to 09129094503 from xxxxxxxx4306 for 1 year. Ref:9JR1M8WM2F. Load EXTRA LOAD P75 & up to get EXTRA FREEBIES!,Ham,Ham
Have confidence in your investment! Grow your money to reach your goals via professionally managed funds with GInvest.,Ham,Ham
Congratulations You are the one lucky player to w1n up to 3888 P ! Only available today ! r3gister and cl@im n0w ! tinyurl.com/Ds895h,"Gambling, Phishing",Spam
You have sent PHP 72.00 to AN***I C. 09569771671 on 10-30-2022 10:44 AM. Your new balance is PHP 449.52. Ref. No. 0006524138618.,Ham,Ham
"Winner! Chosen mobile # for 250,000 PHP Shopee Raffle lucky draw. Claim at 09719731328.",Phishing,Spam
Good day! Ur resume is qualified for Zalora job. 5k daily. Apply: bit.ly/ph-81249,General Spam,Spam
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,General Spam,Spam
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-508927,Phishing,Spam
PCSO: Lucky number mo nanalo ng 1 Million! Tawagan si Secretary Gomez 09556074300.,General Spam,Spam
"Limited bonus and Red envelope giveaway only at JILI747, Have 3 Chances to Win up to PHP 1,000 ! Today at 6 pm, 8 pm and 10 pm. Come get yours now! jili747e.tv",Gambling,Spam
No..jst change tat only..,Ham,Ham
Your RCBC credit card has been used for 1 Million. Report if unauthorized: bit.ly/secure-ph-908327,Bank Scam,Spam
GrabExpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-393946,Phishing,Spam
22Mar 05:35: P20 ay nacredit na sa iyong account. P20 + P8 ay mababawas sa susunod na reload. LOAN ID: 22223058867 Ref:<181059431217>,Ham,Ham
Your Tinder code is 090774 Don't share @tinder.com #090774,Ham,Ham
Laro na sa BINGOPLUS! Get Daily 50 pesos free pag nag-register today. Link d2: bit.ly/secure-ph-982713,Gambling,Spam
"Lilipad na si EJ Obiena, Filipino pole-vaulter, para sa gintong medalya! Stream LIVE sa Smart LiveStream App Olympics Channel 2 on Aug 6, 1AM local time! Learn more: https://smart.com.ph/Pages/Olympics",Ham,Ham
Pa hotspot naman saglit,Ham,Ham
"W19 Games, official partner with GCash, the only one platform accept GCash now in Philippines!lnnk.in/iFfo",Bank Scam,Spam
Looking for extra income? YouTube Liker needs 50 people for remote work. Register: bit.ly/secure-ph-173614,Gambling,Spam
Nawawala yung tuwalya ko,Ham,Ham
Dont be a stranger you mean the world to us GET your bonus up to 3000P https://fils.win,Gambling,Spam
[ Betso88 x Epicwin ]: Hi EPIC Member ! ATTENTION !! Dont forget to claim your FREE CREDIT in Inbox !! Trusted website : EpicWin3.tv,Phishing,Spam
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,Ham,Ham
"Alright, I'll head out in a few minutes, text me where to meet you",Ham,Ham
"320045 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",Ham,Ham
PSBank: Ur account is temporarily disabled. Pls verify identity now d2: bit.ly/secure-ph-861241,Bank Scam,Spam
Make the switch to the new BDO Online app now and get a more personalized experience with the way you manage your BDO accounts. Download now!,Ham,Ham
You have received P514.80 GCash from Philippine Seven Corporation w/ MSG - PSC Cashin. Your new balance is P520.12 10-31-24 11:09AM. Ref no. 0022235698857.,Ham,Ham
"Goodmorning Leivette, you have an appointment today @ 10:30am. and need po mag soot ng medyas bago pumasok sa waiting area.-CLINICA NUYAD",Ham,Ham
Subscribe to our fitness tips: Never give up on your dreams. Reply UNSUB to stop.,General Spam,Spam
Withdraw your winnings in 2 mins! Join MEGA-PANALO now and get 157 free: bit.ly/secure-ph-750662,Gambling,Spam
Ur order #8214 is out for delivery. Tracking link: bit.ly/ph-52429,General Spam,Spam
Chill out and enjoy games while you earn! Start your gaming journey with Basketball Master and Tower Boxer and win boosted tickets and bonuses via GLife!,Ham,Ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,"Gambling, Phishing",Spam
Ur the lucky winner of Toyota Vios from PCSO Lotto. Valid for 24hrs. Pls call 09954773896.,Phishing,Spam
New member bonus from G-SLOT! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-211541,"Bank Scam, Gambling",Spam
Facebook: Ur account will be disabled. Appeal here: bit.ly/ph-32383,General Spam,Spam
Verify your MAYA mobile number to avoid account deletion. Update here: bit.ly/secure-ph-834398,Bank Scam,Spam
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,General Spam,Spam
Clearance sale! Lahat ng sapatos naka kalahating presyo. Order now.,General Spam,Spam
sino mag dadala ng tent,Ham,Ham
naka mute ka sa zoom,Ham,Ham
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",General Spam,Spam
Non-stop chikahan with the barkada kahit low on data. No worries dahil may palista na walang abala with Borrow Load! Tap Load > Borrow in the GCash app to avail.,Ham,Ham
24/03 18:40: P100.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:9CO3RVFTEH. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,Ham
Kumuha ng 100% Deposit Bonus sa 177BET! Doblehin ang iyong deposito ngayon! Huwag Palampasin! 177bet.xyz,Gambling,Spam
Easy money! Like and follow for Remote Staff and get 159 daily. Apply now: wa.me/639494243633,Phishing,Spam
Hiring: Lazada Part-time. Earn 1k-3k daily. Msg us: wa.me/639714212123,Phishing,Spam
"You have received P600.00 of GCash from BDO Unibank, Inc. with account ending in 6177. Your new balance is P622.02 10-03-22 09:51 PM. Ref. No. 0006164709011. Use now to buy load, purchase items, send money, pay bills and a lot more!",Ham,Ham
"Need a last-minute gift? Send money through BDO Pay for FREE or to other banks for only P10! To stop receiving messages, text UNSUB BDO PAY to 225678.",Ham,Ham
"Need to borrow an extra P50 load? Simply text LOAN P3LOAD50 to 3733. A loan service fee of P3 will apply and your loan will be collected on your next load purchase. For more loan offers with only P1 service fee, check the GlobeOne app. No data charges will apply when using the app to borrow.",Ham,Ham
Globe/Smart: Redeem your unclaimed iPhone 15 Pro now. Click to claim: bit.ly/secure-ph-236326,General Spam,Spam
"Hi there! You still have a few days left to grab your FREE 150MB for surfing valid for 2 days! Just load at least P10 one time by 09/06/2023. If you've already claimed your freebie, please disregard this message. REF#: FGTA1",Ham,Ham
Your Tinder code is 649023 Don't share @tinder.com #649023,Ham,Ham
Sali na sa ating photo contest promotion upang manalo ng kamangha-manghang premyo 666cc.la/Ej2D,General Spam,Spam
Di pa tapos pumili sa online shops? Mag-Borrow Load 'pag nabitin ang data! 'Di ka na lalayo para walang abala sa online shopping!,Ham,Ham
WIN-PH: Daily 50 pesos free! Register na and start winning. Laro na d2: flash-parcel-tracking.net,Gambling,Spam
"Coffee cake, i guess...",Ham,Ham
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-941577,Phishing,Spam
Part-time Job hiring! Data Encoder is looking for staff. Earn 500-1500 daily. Apply: bit.ly/secure-ph-701785,Phishing,Spam
Does not operate after &lt;#&gt; or what,Ham,Ham
Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games! w19s21.xyz,Gambling,Spam
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,General Spam,Spam
"Hi! As of 04/06/24 05:10, you still have 12.19MB left on your mobile data promo. Go for more with Go+99 and enjoy 8GB data for all sites + 8GB choice of apps + 1 discount voucher of choice. Go+99 also comes with unli allnet texts, valid for 7 days. Access the GlobeOne app to register.",Ham,Ham
"PSBank Alert! Someone tried to access your wallet from Davao. If not you, block: bit.ly/secure-ph-938894",Bank Scam,Spam
GigaDays never stops! Redeem promos at a DISCOUNT every 19th-22nd on smrt.ph/GigaLifeApp More Points? Get 5X more if you load / subscribe P99 & up on GigaLife.,Ham,Ham
GoTyme: Ur account is expiring today. Pls verify identity now d2: bit.ly/secure-ph-395351,General Spam,Spam
"RESALE OFFICE and CONDO UNITS VERY MUCH LOWER THAN MARKET PRICE!    - Ortigas, Makati, MOA Area  - 25-150 sq.m available  - Enjoy big discounts  - Assume balance 0% interest    SMS for inquiries - Thank you",General Spam,Spam
"Open the door to BER Month fortune at WinningPlus! New users enjoy 588 Free Bonus, 60k cashback & an extra 388 on Maya. Visit https://winplus.vegas for victorious wins!","Bank Scam, Gambling",Spam
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",Phishing,Spam
"Hi! Congratulations, Account Secure ka na! You just registered your phone Realme RMX3191 with your GCash # 09129094503. If this is not you, go to the GCash Help Center and chat with Gigi.",Ham,Ham
PNB-Alert: Your account is temporarily disabled. Reactivate via portal: pnb-reactivate-acct.ph,Bank Scam,Spam
"PH SOCIAL SECURITY SYSTEM  You can receive P1,351.5 from My.SSS in 2024. Please check and verify your employers payment record: sssc.mx/?D9F4H8Dmu5",General Spam,Spam
Joke of the day: Learn a new Spanish word everyday. 2.50/msg. Reply STOP to opt out.,General Spam,Spam
New member bonus from 777PUB! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-858581,"Bank Scam, Gambling",Spam
"winph.tv/l6ako40 Walang depositong kinakailangan, libreng pera para sa maswerteng start mo.",Gambling,Spam
"SMART ADVISORY: We're making things better! Starting Aug 14, you can check balance, manage auto-renew & access new features/services under WAIS HACKS in *123#. For a better experience and to access even more exciting offers, use the Smart App! Download now https://smrt.ph/GetSmartApp",Ham,Ham
"Get connected in seconds! Borrow 40MB data for only P6, valid for 1 day. Simply text MBSOS to 3733, or dial *143# and choose LOANS to view the options. Your loan will be collected on your next load top-up. Just remember to settle any previous loan to avail of this service again.",Ham,Ham
Good day! Im recruiter from Shopee. Your resume is qualified for 5k/day job. Click to apply: wa.me/63912345678,General Spam,Spam
GCASH-Notice: Your G-Cash insurance is active. View policy d2: bit.ly/gc-policy-view,Bank Scam,Spam
"TGIF vibes at GoJackpot ! Don't miss out on the PayDay Blast ! Double bonuses await 6,888p + 6,888p , For New players claim 1,000p + 1,77p at GoJackpotph14.icu",Gambling,Spam
Halika at tumanggap ng 50MBG spree nang libre!.Google play or APP store search for mybitglobal to download apps,General Spam,Spam
Sali na sa pinaka-malambot na slots sa G-SLOT. Dito ang daming nananalo: bit.ly/secure-ph-635071,Gambling,Spam
"Ring in the New Year hassle-free! Download the new BDO Pay app for simplified payments using your linked BDO Debit Card, Credit Card or Deposit Account.",Ham,Ham
"Unionbank Alert! Someone tried to access your wallet from Hong Kong. If not you, block: bit.ly/secure-ph-100659",Bank Scam,Spam
BOSS! WIN-PH na pinaka-trusted. Malambot slots today. Pasok: bit.ly/ph-32503,Gambling,Spam
Verify your AUB mobile number to avoid account deletion. Update here: bit.ly/secure-ph-437629,Bank Scam,Spam
"Magparehistro para sa libreng ‚Ç±7777, tumaya:‚ÄÄcoin33.tw/syS","Bank Scam, Gambling",Spam
Bigyan mo ng chance ang 9 pesos mo na maging 45k sa Fengshen. Ikaw na ba ang next winner? Sali na sa rwltoyq07hji.bonus.lc.,Phishing,Spam
"Uy, good news! Mas mura na magpalista ng load nang walang abala, now with as low as ₱10 processing fee! G pa sa isang game! Tap Load > Borrow. Mag-Borrow Load na!",Ham,Ham
MA'AM/SIR! MAYA iAccess needs validation due to suspicious activity: bit.ly/secure-ph-111595,Bank Scam,Spam
25/08 08:36: P50.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:8HP5X2CUQH. Use *123# or smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES,Ham,Ham
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",Ham,Ham
Where did u go? My phone is gonna die you have to stay in here,Ham,Ham
03Dec02:34 PM Regular Load: P7.00 Exp: 03Dec2025 02:25PM FREE UNLI TIKTOK EVERY DAY Exp: 06Dec2024 02:34PM Shareable Data MB: 3072 Exp: 06Dec2024 02:34PM,Ham,Ham
Your experience at WinningPlus! Claim a 6888p bonus! Enjoy the Sunday Special with 999p & free 588p for new members! Visit now at wpfortune.de,General Spam,Spam
Looking for extra income? Telegram Task needs 50 people for remote work. Register: bit.ly/secure-ph-804233,Gambling,Spam
Work from home! Shopee online tasks. P819 per order. Msg us: wa.me/639490565902,Phishing,Spam
"No.1 Online kingdom ng PINAS, may MILYONG kampyon kada araw! Dito yan sa PanaloKa, claim 316% bonus now! PanaloKa.tv",Gambling,Spam
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,Ham,Ham
"Mag-recharge para makakuha ng 100% reward. Kung mas marami kang recharge, mas marami kang makukuha. l8shj7177a.uk/?66jsnvc",General Spam,Spam
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-159608 to avoid deactivation.,Gambling,Spam
PayPal: 846077 is your security code. Don't share your code.,Ham,Ham
You have received P257.40 GCash from 7eleven Kiosk w/ MSG - 2418-6003-4925. Your new balance is P263.00 07-04-24 2:52AM. Ref no. 0018851939632.,Ham,Ham
"Magparehistro para sa libreng ?7777, tumaya:?casino7.tw/1t5U","Bank Scam, Gambling",Spam
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,Ham,Ham
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",General Spam,Spam
BOSS! Swerte mo today. Panalo na sa 777PUB. Free 729 credits: bit.ly/secure-ph-526443,Gambling,Spam
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",Phishing,Spam
BPI: Ur account is unauthorized login. Pls verify identity now d2: bit.ly/secure-ph-774317,Bank Scam,Spam
Your essential emergency data promo is on the GlobeOne app! Download it now via glbe.co/GlobeOne and look for MBSOS to borrow 40MB data valid for 1 day. No data charges will apply when using the app. You can also text MBSOS to 3733. P6 will be collected on your next load purchase.,Ham,Ham
MA'AM/SIR! Chinabank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-985186,Bank Scam,Spam
